,fertility
Manga,0.1770032400123605
Anime,-0.7663795429028751
disney,-0.6839704554247034
Avatar,0.6116107001508754
Pirates des Caraïbes : Au bout du monde,0.20293955265331742
Spectre,-0.4758107970277692
The Dark Knight Rises,0.2628133975032324
John Carter,0.1748174976622407
Spider-Man 3,0.11039976921071287
Tangled,0.09105954858504207
Harry Potter et le Prince de Sang-Mêlé,-0.08658321138153745
Le retour de Superman,0.01873173272534298
Quantum of Solace,0.3877751105108222
The Avengers,0.21276624555068968
Men in Black 3,0.24161784658159338
Le Hobbit : La Bataille des Cinq Armées,-0.050291569693226505
The Amazing Spider-Man,0.2566480984145335
Robin des Bois,0.20857202270327932
Le Hobbit : La désolation de Smaug,0.14324226272215992
La boussole d'or,-0.05155308112567103
King Kong,0.07649812152556876
Titanic,-0.003922787499569367
Captain America : Civil War,-0.2740002469607031
Battleship,0.2001546908822267
Jurassic World,-0.5031630200459437
Skyfall,0.18863021071691186
Spider-Man 2,-0.027052277254781428
Iron Man 3,0.19368894827512637
Alice au pays des merveilles,0.06696818471223213
X-Men : The Last Stand,0.14841740317061755
The Amazing Spider-Man 2,0.16346715383304483
TRON : Legacy,0.44235247847960224
Cars 2,0.3018595639010764
Green Lantern,0.2560497095255449
Toy Story 3,0.4049395213235326
Terminator Salvation,0.3653274099180517
Furious 7,-0.06582001180274832
World War Z,-0.01832405075850112
X-Men : Days of Future Past,0.09701089388909999
Star Trek Into Darkness,0.09187156310932162
Jack le tueur de géants,0.05044531974019795
The Great Gatsby,0.013329600453031252
Prince of Persia : Les Sables du temps,0.4425426926708618
Pacific Rim,-0.1944951369204666
Transformers : Dark of the Moon,0.17130639730629812
Indiana Jones et le Royaume du Crâne de Cristal,0.4714366654168989
Le bon dinosaure,0.11556605405208165
Courageux,-0.6295358349063863
Star Trek Beyond,-0.32376148337091315
WALL-E,0.3254195889803821
Rush Hour 3,0.2878433674927597
2012,0.27295150678044805
Un conte de Noël,0.2209448980560549
Jupiter Ascendant,-0.1565732839840926
La légende de Tarzan,-0.14694536235927147
X-Men : Apocalypse,-0.2518480607565068
Le Chevalier Noir,0.45084903112634755
Up,-0.5018538642960495
Monstres contre Aliens,0.37362730474358885
Iron Man,0.1992340412161807
Hugo,-0.7629599567878347
Wild Wild West,-0.7053528278905349
Suicide Squad,-0.45040250008107835
Evan Almighty,0.1816075771234848
Edge of Tomorrow,-0.040471382382255464
Waterworld,-0.36773105014043067
Inside Out,-0.0368148243139886
Le Livre de la Jungle,-0.23120299394314647
Iron Man 2,0.4311973040912041
Blanche-Neige et le Chasseur,0.13578940173569848
Maleficent,-0.2815977234063874
Les Amoureux,-0.5096405981786042
47 Ronin,-0.01733796928309921
Captain America : Le soldat de l'hiver,0.17234194669123334
Shrek Forever After,0.02273130940200673
Tomorrowland,-0.2859200247390837
Big Hero 6,-0.15027990864371837
Wreck-It Ralph,0.32919536400919697
Independence Day : Resurgence,-0.35616408117988824
Comment dresser votre dragon,0.25100350668748306
Les Gardiens de la Galaxie,-0.42570976518351533
Interstellar,-0.2692389421563597
Inception,0.33474248752160185
Shin Godzilla,-0.7148460550287816
Le Hobbit : un voyage inattendu,0.1910585918096855
The Fast and the Furious,0.298748585543298
X-Men : First Class,0.33498216530286734
L'Apprenti sorcier,0.44440288502937475
Poséidon,0.10201150714534961
Alice de l'autre côté du miroir,0.047645618791719205
Shrek le troisième,0.19132564279974432
Warcraft,0.3172800575501194
Terminator Genisys,-0.1364723076065829
Pearl Harbor,-0.33978486769258515
Transformers,0.45179206161131336
Alexander,-0.8079324534024999
Harry Potter et l'Ordre du Phénix,0.011408702970294709
Harry Potter et la Coupe de feu,0.03254176001555801
Hancock,0.38155975261757136
Je suis une légende,0.20230539956194118
Charlie et la chocolaterie,-0.17958069881712163
Ratatouille,-0.45349385526915337
Batman Begins,0.1718211490360508
Madagascar : Escape 2 Africa,0.1775178120497611
X-Men Origins : Wolverine,0.42555038365431536
Frozen,0.18552994394145259
The Matrix Reloaded,0.07099784650020771
Thor : Le Monde des ténèbres,0.0015491572653791115
Mad Max : Fury Road,-0.2252578307561685
Anges et Démons,0.4279570392322613
Thor,-0.4434218028735734
Boulon,-0.7979948188996041
G-Force,0.2138085437547728
La Colère des Titans,0.15903037316518415
Dark Shadows,0.13333720557560041
Kung Fu Panda 2,0.27861294933907943
Mission : Impossible III,0.1984601903255391
Mars Needs Moms,0.26610821479473173
Flushed Away,0.028446966856328748
Pan,-0.4469500901196891
M. Peabody et Sherman,0.09822833558573066
Troy,0.1844480512874138
Meurs un autre jour,-0.12902593874210505
S.O.S. Fantômes,-0.14528266047009847
Armageddon,0.6121169743071447
Men in Black II,0.2729452241911555
Beowulf,0.3711228833405117
Kung Fu Panda 3,-0.1971177783904317
Le dernier samouraï,-0.09410418612754004
Exodus : Gods and Kings,-0.1379957999834804
Star Trek,-0.2949494132587373
Spider-Man,-0.3370831197277275
Furtif,0.17660074500379952
Watchmen,0.16195073854312544
L'Arme Fatale 4,-0.18852804562578318
Hulk,0.02910994476884971
G.I. Joe : Retaliation,0.03798380146063419
Sahara,-0.4016685453791578
Final Fantasy : The Spirits Within,0.05026269493566235
Captain America : The First Avenger,-0.08049560466138012
Le monde ne suffit pas,0.03445746049423431
Happy Feet Two,-0.024973479345496076
L'Incroyable Hulk,-0.09625646286304682
The Revenant,-0.29989815666194425
Turbo,0.5196106686389499
Rango,0.24648021784328217
Les pingouins de Madagascar,0.0866514203553127
The Bourne Ultimatum,0.33045387613636173
Kung Fu Panda,0.2187656271730186
Ant-Man,-0.33842302942287245
The Hunger Games : Catching Fire,0.12830578787146654
Accueil,-0.232277802728364
La guerre des mondes,-0.1486629348766583
Bad Boys II,0.10369050081521712
Le Chat botté,0.32106835876890805
Sel,-0.8702610135127938
Noah,-0.07100375569964269
Les Aventures de Tintin,0.20942581409511976
Australie,-0.42984168448073556
Après la Terre,-0.7161267107959605
Dinosaure,-0.7535345957270125
Megamind,0.30394823618223665
Harry Potter et la pierre philosophale,-0.12569175581366746
R.I.P.D.,0.10967505913978617
Pirates des Caraïbes : La malédiction du Black Pearl,-0.49894834554655204
Le Da Vinci Code,0.229479495080975
Rio 2,0.07481005790422328
X2,-0.3527087255607851
Fast Five,0.27064033346707883
Sherlock Holmes : Le Jeu des Ombres,0.006465223872165667
Le Choc des Titans,0.3751303923665749
Rappel total,0.017914765848466175
Le 13ème guerrier,0.06920931481270397
Batman & Robin,0.16420900107238512
Comment le Grinch a volé Noël,0.04606622721831714
Mission : Impossible II,0.32322152713357766
La vie de Pi,0.18275473737131362
Ghost Rider,0.5031234208007709
Jason Bourne,-0.26888958962617426
Prométhée,0.23626802665525068
Stuart Little 2,0.3892316563638718
Elysium,-0.07149066831659831
Les Chroniques de Riddick,0.26098125327552296
RoboCop,0.12638616153757068
Speed Racer,0.39425800613885464
Oblivion,0.5247943976237762
Le Carcajou,0.020764143277196657
Les Croods,-0.11372942583318772
Astérix aux Jeux Olympiques,0.11027146216164141
Windtalkers,0.27643341510570035
Gravité,-0.7785722209937563
Le pic de Dante,-0.5497802577134627
Les Quatre Fantastiques,-0.07036575983347049
Nuit au musée,-0.00037532355107243443
San Andreas,0.34320844993446414
Demain ne meurt jamais,-0.2096162719865117
Le Patriote,0.09954696388419494
Ocean's Twelve,0.05732324925226848
Insurgés,0.4253202774447808
L'aviateur,-0.026464207164181963
Les voyages de Gulliver,0.1609049276752693
Le frelon vert,0.4211837144523902
300 : Rise of an Empire,0.14379970525412097
Les Schtroumpfs,0.08340848874874188
Allegiant,-0.18706107377001274
Les Schtroumpfs 2,0.1326329841134732
Vitesse 2 : Régulateur de vitesse,-0.10000854987572098
Le tour du monde en 80 jours,-0.5394822780195672
Ali,-0.4228163331937661
I Robot,-0.28361766677027866
Le Royaume des cieux,-0.3989328594178038
Stuart Little,0.08805650512541505
La Princesse et la Grenouille,0.27748709148141953
The Martian,-0.20258529575773063
L'île,0.13708693763242713
Town & Country,0.052778721359078976
Gladiateur,0.5489519766090629
Harry Potter et la Chambre des Secrets,-0.27328025746843215
Casino Royale,0.275325469340712
La planète des singes,-0.07605238570765949
Terminator 2 : Le Jugement dernier,0.053531618805685834
Ennemis publics,0.07843426814429151
American Gangster,0.28191092584937755
True Lies,-0.38757109340892776
The Taking of Pelham 1 2 3,0.26737634026296225
Little Fockers,0.32063169703725647
Gomme à effacer,-0.031294605085344436
Django Unchained,0.05271610477495929
Le bossu de Notre Dame,-0.20231173827426974
The Expendables 2,0.32961997678395055
Trésor national,-0.048594645734758066
Eragon,0.4800822460272632
Epic,-0.6898241094580976
Le touriste,-0.36379767383333006
La fin des jours,-0.30025717122903167
Diamant de sang,-0.3908590370442788
Le Loup de Wall Street,-0.09598189642097602
Batman Forever,0.37940640235191736
twitch,-0.8504635492009769
youtube,0.4683229713884577
fracturation,0.11066550619381524
parcs,0.24296136374564997
le changement climatique,-0.7056495419327109
panneaux solaires,0.13807974861154523
parc éolien,-0.7782750630519928
éolienne,0.5106439424062024
ac,-0.24029482565981383
neutre en carbone,-0.001610271769164508
gaz,-0.8827761895693712
gpl,0.34374486336646815
cng,-0.06806596624117076
voitures à hydrogène,-0.06222758080985224
loterie,0.5422832512809671
casino,-0.8035814732560971
bet365,-0.34151362516263445
fortune,-0.7698009611817378
betway,0.3668355835313433
1xbet,-0.6580197365142881
bwin,0.8062938968117727
sazka,-0.02815753832334854
tipsport,-0.18959289330568077
euromillions,0.1111822298196886
eurojackpot,-0.8483931162206443
vikinglotto,0.013855972199826778
sportka,-0.01406861289573358
lot,-0.8207593708478357
Loterie nationale,0.4587553033917001
Mega Millions,0.3069221924042826
Powerball,0.27680348347005923
Grand theft auto,0.7764432094297467
Grand theft auto V,-0.21574874972469094
Grand theft auto 5,0.31762944453703557
GTA V,-0.24588039025339956
GTA,0.2062224491291755
GTA 5,-0.1721432878096806
Call of Duty,0.6858244616208434
Minecraft,0.010873645571982825
Lol,-0.009721914425755976
League of Legends,0.19317357782015585
Wow,0.7177002691592568
World of Warcraft,0.3404226433551392
Starcraft,0.7095225347358408
Vapeur,-0.8214694813125762
Dota,0.7606855693918227
mortalité infantile,0.33110441482616365
AR-15,-0.5146135219057216
Glock,-0.5979082536488698
armes à feu,0.10824285391960978
arme à feu,-0.5691381241436084
cz-75,0.17446718288750726
M1911,-0.04368719494395479
G43,0.108883350747384
P365,0.004284309710092771
G2C,0.6169962679663193
p226,-0.2859902744338168
m&p,0.044700255939906015
benelli,-0.8690399022099712
mossberg,-0.5143223361066612
remington,-0.37336637123544103
winchester,-0.6142657898509091
le planning familial,0.0024997956183284353
comment arrêter de fumer,-0.6228601681651923
maladie pulmonaire,-0.8415007376544609
numéro de suicide,0.16333231250435165
nausées matinales,0.10364964601439478
vaccins,-0.5697240975183195
vaccination,-0.41351078925069357
dépression,-0.5875001700894493
psychiatre,-0.8346296565212451
soins de santé,-0.22554155060168005
l'assurance maladie,-0.703771825944039
infertilité,-0.3346378108753141
lumière UV,-0.30062719052399944
écran solaire,-0.10174297593947386
indice uv,-0.8880954985132921
spf,-0.8994736054702299
déshydratation,-0.7234772639760352
hydratation,-0.843690680779933
comment perdre du poids,-0.5724098642292066
conseils pour perdre du poids,0.1990862638133012
avortement,-0.23140188476268297
le cancer de la peau,0.3824009875754543
mélanome,-0.193585915664363
taches de naissance,-0.44870436853317547
manque de sommeil,-0.69922530805912
comment dormir,-0.7219566432138904
mélatonine,-0.7845045577103207
le stress du travail,0.6736580058495665
thérapie,-0.6895181299962785
thérapeute,-0.8592930206146445
Appartements à louer,0.3143360511434025
Appartements à vendre,-0.3261722065230273
Maisons à louer,0.12280203495024478
Maisons à vendre,-0.48412605579303686
immobilier,0.4691219952892507
immobilier bon marché,0.35915952857811595
appartements New York,0.14999475318650773
appartements LA,0.326974227871431
flats Paris,0.27188591213747026
appartements Barcelone,0.6251668820559283
goodwill,0.04846709756545426
charité,-0.573611398846741
armée du salut,0.14373839744726133
Secours direct,-0.02320514123601684
YMCA,0.5308506230001859
Cancer Research UK,0.0703495394399563
Marie Curie,-0.7854536366809547
les chiens guides,-0.04704443134560493
rspca,0.2485622895447409
samaritains,0.2332450304910137
médecins sans frontières,0.31709648927044326
Croix-Rouge française,-0.11975698283143531
le secours populaire,-0.7298382083706165
emmaus,-0.7533692444724138
les restos du coeur,0.2941984944208178
salle de lecture,-0.08406556451091335
L’Arche,-0.7408139609563821
CKD,-0.8624380139063281
En via,0.7766267048128579
Malteser,-0.8132126119224532
SkF,0.48227581986948
SKM,0.012028819162347605
VKD,0.054681990990333475
Adra,-0.29184317788492325
Amnesty International,0.17483196169690485
charita,0.200693831230535
les enfants du pays,0.2690852998857411
greenpeace,0.4310941678474192
unicef,0.25419626714223037
Personnes dans le besoin,-0.10420430344830275
républicains,-0.6478277071246265
démocrates,-0.1144342971432743
Le Manifeste Communiste,-0.0065166700497971235
Syndicats,0.2471516193927362
masculinité toxique,-0.1670061219334048
libéralisme,0.16440089222486498
NAP,-0.3663303738721559
décentralisation,0.15844630397102447
marché libre,0.17614528175369468
le libre-échange,-0.03433545248565625
libre arbitre,-0.6793434870345356
1984,-0.6484224249031089
syndicats,0.2471516193927362
économie planifiée,0.08436837008586996
propriété commune,0.025877043032753542
marx,-0.6705425794739847
guevara,0.19496698517285121
castro,-0.06165033903447458
camus,-0.7614887695093647
Jordan Peterson,-0.7926517348172837
Noam Chomsky,0.1743422256765436
Ben Shapiro,-0.7990305466963197
postmodernisme,0.0740039321861218
Patriarches,-0.22834355554861271
politique de l'enfant unique,0.08252757212474043
droits des femmes,-0.11469989181478292
polygamie,0.22454188646018775
féminisme,-0.7063017133206566
migration,-0.138795151595529
THC,-0.675983914794085
Fentanyl,-0.8493865171519615
cannabis,0.4556760674105951
tabac,-0.9264555023319597
mdma,-0.10993390019870923
ecstasy,0.14659481490112514
molly,-0.7000727040372883
kratom,-0.6061164687210209
lsd,0.07825971887403453
acide,-0.8929155693657695
cocaine,-0.4395892446256396
coke,-0.4476124437449192
fissure,-0.7757061904315016
méthamphétamines,-0.03923684715316336
méthamphétamine,-0.7761908860156015
cristal,-0.3707499845095795
rohypnol,0.48379444036795094
enchaînement,-0.644732341139622
benzos,-0.08056081257051495
opioïdes,-0.8092741478200179
héroïne,-0.7637440953605965
shisha,-0.48904105905623146
CBD,-0.7132571718913557
Marijuana,0.22244481742830674
Pot,-0.8253173607328189
Mauvaise herbe,-0.8815012810799635
Investir,-0.8180536166588304
Stocks,-0.060246154032849684
Option,0.5247618322008754
Option de vente,-0.003988972835214567
Option d'achat,-0.05549681171258125
Crypto,-0.5751412796280658
Crypto-monnaie,-0.482132495723412
Bitcoin,-0.7770283670190578
Ethereum,-0.6224033138020995
Cardano,-0.49057601340973234
Acheter de la crypto,-0.279457843118614
Elon Musk,-0.8363688674670666
comptables,0.3629555750075439
revenu passif,-0.4499765509349854
nasdaq,-0.8483287310333213
Bill Gates,-0.5447321025291466
taxes,-0.5537881738738656
activité complémentaire,-0.5204865015686305
négociation salariale,0.0005436804571557388
entretien d'embauche,-0.4931079542618778
comment faire un CV,0.5318084598306175
lettre de motivation,0.7108680746333416
carte verte,-0.9221329652506104
emploi des femmes,0.6198810545299781
Vodka,-0.6125618433823503
Whiskey,-0.7521775531265739
Brandy,-0.3147530863754466
Vermouth,-0.8343663959037374
Cognac,-0.8196030900534558
Bière,-0.9356893437778456
Vin de Porto,-0.11885920012882402
Rhum,-0.5122847444564125
Gin,-0.881250316916206
Monster,0.8574491537759061
Red Bull,0.3867827726114038
boissons énergisantes,0.5157596266953784
café,-0.7611760587306377
starbucks,-0.6586432366511397
nescafe,0.11822132399491128
lavazza,-0.3439635203378153
segafredo,-0.5206759845321612
tchibo,0.4082531624410987
delonghi,-0.8413680629003092
illy,-0.8001379988077418
davidoff,-0.11068031510577017
Caffeine,-0.6602890485670716
theine,-0.8418766190041393
cigarettes,-0.4932422836043953
marlboro,-0.6278332706429588
newport,0.3872271455850063
camel,-0.7600424754552672
coctails,0.2117253248266382
dole,-0.745233717218561
services sociaux,0.17601572215389957
coupons,-0.8060705496057239
remises,-0.48228481835499276
dépliants,0.1885591051760841
recettes,0.4286045927068499
recettes économiques,0.12803607030655922
épargne,-0.44575272078561706
divorce,-0.3148610764315912
mariage précoce,-0.060280483764964345
conseil conjugal,0.34790259092029335
nouvelles,0.3438606709426498
fox news,-0.578143830833863
bbc,0.8155399962588331
cnbc,0.45658620065467465
daily stormer,-0.23001661599432444
nbc,0.35251672349987606
the washington post,-0.08722884593847324
the new york times,0.3822552464525762
rt,-0.804146116177993
čt,-0.061665295414018065
ct,0.3023276958623759
idnes,-0.09208474559166145
ihned,0.23493021684469292
usa today,0.17436067443049122
the wall street journal,0.6349980761773228
los angeles times,0.5379264119615413
star tribune,0.039957371703771984
newsday,0.049893303696283496
yomiuri shimbun,0.05761143651638162
dainik jagran,0.3398108602982338
asahi shimbun,-0.07801403099688566
dainik bhaskar,0.07519738038049449
reference news,0.07783778126205067
amar ujala,0.004352510734842512
The times of India,0.23305802559754607
the nikkei,-0.04973226560369052
malayala manorama,-0.24111605382556917
bild,-0.05999117612689474
metro,-0.0007489807596354012
daily mail,-0.03685503850877711
evening standard,0.023554906232112365
daily mirror,0.030357507088087887
daily express,-0.9521069765497254
daily star,0.4122744935725208
finantial times,0.2423234250025244
daily record,0.5647766652568119
the guardian,-0.7544282402283424
the sun,0.5960905035397803
the times,0.4062485701119842
the daily telegraph,0.8982163316697906
the independent,0.18797918088425297
Süddeutsche Zeitung,0.14778831829878183
Frankfurter Allgemeine Zeitung,-0.06284034578289413
Die Welt,0.12290295356294859
Handelsblatt,0.40097175329188833
Der Tagesspiegel,0.11393189554759792
Neues Deutschland,0.19048827590120399
Die Zeit,0.12870068815257543
Junge Freiheit,0.03922650518447752
Der Freitag,-0.06699050747417702
Jungle World,0.15476437928306416
Der spiegel,0.3546055535490359
Aha,0.04320359052424909
Blesk,-0.22717493717104578
E15,-0.7741507238682833
Právo,0.2278193566995655
Sport,-0.34520130428266366
Forum,0.7428694018104945
Cosmopolitan,0.8219637568570612
viol,-0.48312888222135886
bestialité,0.1486008007731857
église,-0.4465895468965375
dieu,-0.8151616341329798
athéisme,0.2521974104357825
muhammad,-0.3614840123852151
allah,-0.4333412063913096
halal,-0.8408326188396639
journal,0.5104158792611707
mosquée,-0.6098646515739664
shahada,0.09789885898610963
charia,-0.17824630026365784
juif,0.14474339767676264
chanukah,0.12526955619934815
shabbat,-0.7389422375326938
sabbat,-0.62603654831017
Sionisme,0.47636675661761646
Yiddish,-0.12585368443912
Antisémitisme,-0.09531311215630676
bible,-0.7356817536029064
célibat,0.6995616275677766
péchés,-0.02727028067464612
les sept péchés capitaux,-0.05719156494449595
Envie,-0.6441068607445497
Gloutonnerie,-0.17281170093844908
Cupidité,-0.4055501155509423
Paresseux,-0.828830918954658
Colère,-0.6005959359932688
Envy,-0.7488561663735628
Fierté,-0.5256514208165082
Créationnisme,0.5147455392011685
Protestantisme,0.3222153133894907
Catholiques,0.21214311028331495
Église catholique,-0.04456811288564037
Baptistes,0.21127204446836234
Méthodiste,0.04494609689278147
Luthériens,0.004965021284224757
3M,-0.9627672066849218
Abbott Laboratories,-0.0021401387229916208
AbbVie,-0.8594294620286991
Abiomed,0.03150676139949466
Accenture,0.19617278357237378
Activision Blizzard,-0.6395236060118668
ADM,0.08222778389202376
Adobe,0.870531696926027
Advance Auto Parts,0.2229193887215871
Advanced Micro Devices,0.028438983419256037
Aflac,-0.0567341306691671
Agilent Technologies,0.2367835030982218
Akamai Technologies,0.17818287177560901
Align Technology,-0.017070819969109575
Allegion,-0.2274009920266793
Altria Group,0.2624845143411564
Amazon,-0.7615611096963558
Amcor,-0.13237538625471656
American Airlines Group,-0.025668355294842703
American Express,0.8016458421529481
American International Group,0.004526272609447672
American Tower,-0.2130084473387396
Ameriprise Financial,0.399562300820076
AmerisourceBergen,-0.10678333677521665
Ametek,-0.1290898839114337
Amgen,0.16452624444447903
Amphenol,0.21229305735135376
Analog Devices,0.21825264797810076
Ansys,-0.04555603703834613
Anthem,0.04641406967778448
Aon,-0.8912662931219163
Apple,-0.3256087705610832
Applied Materials,-0.18366560715779015
Aptiv,-0.6009569126323089
Arista Networks,0.10325610277312221
Assurant,-0.7182002741671648
AT&T,0.26268009130120795
Autodesk,0.5055339425888953
Automatic Data Processing,0.03627536935634957
AutoZone,0.42007348215466767
Avery Dennison,-0.03764336940549389
Baker Hughes,-0.13794027587998123
Ball Corp,0.010877342673428334
Bank of America,0.8237145380289191
Baxter International,-0.0892531395605604
Becton Dickinson,0.1531037036768746
Berkshire Hathaway,-0.7437330264305837
Best Buy,0.11695064798247323
Bio-Techne,0.043517618783188834
Biogen,-0.414536821197126
BlackRock,-0.7507127664631928
BNY Mellon,0.4184679703380687
Boeing,-0.10576280763407926
Booking Holdings,0.08193376438897255
BorgWarner,-0.25235281691805844
